genero,edad,area,modalidad_cursada,nombre_actividad,fecha_inicio,fecha_fin
Femenino,57,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,34,DIR. GRAL. DE ATENCION Y CERCANIA CIUDADANA,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,53,SUBSEC. DE CONTRALOR AMBIENTAL,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,45,DIR. DE SUPERVISION DE PERSONAL,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,CURSO ,"INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: HERRAMIENTAS DE GOOGLE: MEET, CALENDAR, KEPP Y GMAIL",16/3/2021,16/3/2021
Masculino,46,DIRECCION DE TRANSITO AHORA EN COMISION DE LA A.O.E.M,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,47,DIRECCION DE TRANSITO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,57,DPTO. DE REDACCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,46,SUBSEC. DE CONTRALOR AMBIENTAL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Masculino,23,DIR. DE MICROCREDITOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,44,DIR. DE ALUMBRADO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,58,AOEM,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Masculino,43,DPTO. DE ESTADISTICAS CENSOS Y PROYECTOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Masculino,53,DIR. DE INSPECCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,57,DIR. GRAL. PRIMER NIVEL DE ATENCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,24,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,51,COORDINACION DE GOBIERNO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,52,DIRECCION DE GESTION DE ESPACIOS VERDES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,31,NULL,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Femenino,55,SEC. DE AMBIENTE Y DESARROLLO SUSTENTABLE,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: EXCEL,23/3/2021,23/3/2021
Masculino,38,SUBSEC. DE CULTURA,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: REDES SOCIALES,30/3/2021,30/3/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: REDES SOCIALES,30/3/2021,30/3/2021
Masculino,53,DIR. DE INSPECCION,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: REDES SOCIALES,30/3/2021,30/3/2021
Femenino,42,DIR. DE DEFUNCIONES,CURSO ,INNOVACION DIGITAL CAJA DE HERRAMIENTAS DIGITALES: REDES SOCIALES,30/3/2021,30/3/2021
Femenino,47,SUBSECRETARIA  DE DEPORTE,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,40,DELEGACION PIRAYUI NUEVO,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,54,C.O.M.,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Masculino,35,DIR. GRAL. DE RECOLECCION DE RESIDUOS,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,44,DIR. GRAL. PRIMER NIVEL DE ATENCION,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,40,SUBSECRETARIA DE FISCALIZACION URBANA( MESA DE ENTRADAS),AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
NULL,NULL,SAPS DEL CHIQUITA,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Masculino,25,DIRECCION DE FISCALIZACION COMERCIAL,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Masculino,37,SECRETARIA PRIVADA,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,58,AOEM,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Masculino,43,MESA DE ENTRADA SUBSECRETARIA DE TRANSITO,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,55,SALUD,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,48,DIR. GRAL. DE DELEGACIONES BARRIALES,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,49,DIR.V. DE CONTROL DE INFRACCIONES,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,52,DIRECCION COORDINACION LOGISTICA Y OPERATIVOS,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Masculino,42,SUBSEC. DE TRANSITO Y SEGURIDAD VIAL,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,34,COM,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,44,ESTACIONAMIENTO MEDIDO,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,31,TRANSITO,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,55,SEC. DE AMBIENTE Y DESARROLLO SUSTENTABLE,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,44,DIRECCION DE FISCALIZACION COMERCIAL,AUTOGESTIONADO,TALLER DE BUENAS MANERAS Y CORTESIA PARA UN AMBIENTE LABORAL POSITIVO,15/4/2021,29/04/2021
Femenino,45,CDIR. XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
NULL,NULL,CDIR. XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,CDIR. X BARRIO SERANTES,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,36,CDIR. I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,CDIR. X BARRIO SERANTES,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,36,CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,DOCENTE C.D.I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,CDIR. II,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. 3,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,CDIR. IV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,C.D.I MITAI ROGA VIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,CDIR. XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,56,CDIR. MITAI ROGA I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,CDIR. II,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CDIR. V,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,48,DIRECTORA CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. MITAI ROGA IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,27,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,52,CDIR. 9,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,48,CDIR. MITAI ROGA VI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CDIR. XI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,CDIR. MATAI ROGA XI,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,60,CDIR. MITAI ROGA I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,CDIR. MITAI ROGA 15 BARRIO  LAGUNA BRAVA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,52,CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,LAGUNA BRAVA  CDIR. VX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. II,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR..MITAI ROGA IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,DIRECCION GENERAL DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,56,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,CDIR. VIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
NULL,NULL,AUXILIAR DE SALA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,CDIR. IV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,29,CENTRO DESARROLLO INFANTIL XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR. I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,39,CDIR. VIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,34,CDIR. I-XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR. V,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,69,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,48,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,54,CDIR. XII MITAI ROGA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CDIR. III. DIRECCION DE EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,DOCENTE CDIR. V,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,CDIR. XIV MITAI ROGA BARRIO DR. MONTANA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,66,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,38,CDIR. II,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,38,CDIR. XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,55,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,AUXILIAR SALA DE 4,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,AUXILIAR DE SALA DE 4.,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,29,MITAI ROGA 11,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,AREA DE EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,28,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,57,CDIR. XIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,39,DIR. GRAL. DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,41,CDIR. IX BARRIO SAN BENITO,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,SUBSECRETARIA DE EDUCACION CDIR. MITAI ROGA XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,MITAI ROGA CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,C.D.I. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,59,CDIR. MITAI ROGA I,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,39,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,CDIR. MITAI ROGA IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,38,MITAI ROGA XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,C.D.I XIII MITAI ROGA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,52,DIRECCION GENERAL DE LA NINEZ CDL XLV MONTANA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,56,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,62,CDIR. MITAI XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,36,CDIR. MITAI ROGA XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,35,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. MITAI ROGA XII DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,36,CDIR. IV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,50,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,35,DOCENTE,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,53,CDIR. X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,77,CDIR. XII AUXILIAR SALA 4,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,37,CDIR.  MITAI ROGA X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,48,CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,30,SUBSECRETARIA DE EDUCACION,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,CDIR. IX,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,47,C.D.I MITAI ROGA XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,57,CDIR. III,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,51,CDIR. VII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,35,CDIR. VII SANTA MARTA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,54,CDIR. MITAI ROGA XIII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Masculino,28,CENTRO DE DESARROLLO COMUNTARIO,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,45,CENTRO DE DESARROLLO INFANTIL,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,CDIR. XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,42,MITAI ROGA XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,49,DIRECTORA,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
NULL,NULL,DIRECCION GENERAL DE LA NINEZ CDIR. XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,60,CDIR. II,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,CDIR. MITAI ROGA XIV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,37,DIRECCION GENERAL DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,44,CDIR. MITAI ROGA X,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,CENTRO DE DESARROLLO INFANTIL XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,46,MITAI ROGA XII,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,48,CDIR. I  BARRIO POPULAR,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,40,CDIR. XV,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,NULL,NULL,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
Femenino,43,DIRECCION GENERAL DE LA NINEZ,TALLER,NEURODESARROLLO Y LENGUAJE: PROMOCION DE LA ATENCION TEMPRANA,30/4/2021,30/4/2021
